Scheme Name	Net Asset Value
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Reinvestment	9.9685
Taurus Nifty 50 Index Fund - Direct Plan - Growth	48.3967
Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option	45.2938
Taurus Nifty 50 Index Fund - Regular Plan - Growth	45.4629
Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option	28.9863
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option	23.0063
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option	22.2159
UTI BSE Housing Index Fund - Direct Plan - Growth Option	13.3687
UTI BSE Housing Index Fund - Regular Plan - Growth Option	13.2533
UTI BSE Low Volatility Index Fund - Direct Plan  - Growth Option	16.09
UTI BSE Low Volatility Index Fund - Regular Plan - Growth Option	15.8523
UTI BSE Sensex Index Fund - Direct Plan - Growth Option	14.1428
UTI BSE Sensex Index Fund - Regular Plan  -Growth Option	14.0976
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option	12.4211
UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option	12.345
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option	11.9889
UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option	11.9195
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option	19.9987
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option	19.5893
UTI Nifty 200 Quality 30 Index Fund - Direct Plan - Growth Option	8.4814
UTI Nifty 200 Quality 30 Index Fund - Regular Plan - Growth Option	8.4492
UTI Nifty 50 Index Fund - Direct Plan - IDCW	83.7816
UTI Nifty 50 Index Fund - Growth Option- Direct	166.2945
UTI Nifty 50 Index Fund - Regular Plan - Growth Option	164.0089
UTI Nifty 50 Index Fund - Regular Plan - IDCW	82.6275
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option	18.1864
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option	18.0111
UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option	9.3381
UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option	9.311
UTI Nifty India Manufacturing Index Fund - Direct Plan - Growth Option	10.3597
UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth Option	10.3451
UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	9.3823
UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	9.3572
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option	13.4502
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option	13.2616
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan - Growth Option	10.3538
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth Option	10.3378
UTI Nifty Private Bank Index Fund - Direct Plan - Growth Option	9.9229
UTI Nifty Private Bank Index Fund - Regular Plan - Growth Option	9.8847
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option	11.828
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option	11.7627
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option	12.006
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option	11.947
UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option	13.6492
UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option	13.5318
Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option	12.8872
Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option	12.8732
360 ONE Silver ETF	95.6918
Aditya Birla Sun Life BSE Sensex ETF	78.6946
Aditya Birla Sun Life Crisil 10 Year Gilt ETF	108.2807
ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF	109.4181
Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout	1000.
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF	29.2392
Aditya Birla Sun Life Nifty 200 Quality 30 ETF	20.1469
Aditya Birla Sun Life Nifty 50 ETF	27.6464
Aditya Birla Sun Life Nifty Bank ETF	54.3704
Aditya Birla Sun Life Nifty Healthcare ETF	13.9844
Aditya Birla Sun Life Nifty IT ETF	37.8711
Aditya Birla Sunlife Nifty Next 50 ETF	65.052
Aditya Birla Sun Life Nifty PSE ETF	9.4521
Aditya Birla Sun Life Silver ETF	96.5795
ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH	1007.1742
ANGEL ONE NIFTY TOTAL MARKET ETF	10.8889
Axis BSE Sensex ETF	81.0167
Axis Nifty 50 ETF	261.1934
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF	12.6408
Axis NIFTY Bank ETF	547.3535
Axis NIFTY Healthcare ETF	138.6363
Axis NIFTY India Consumption ETF	113.8269
Axis IT ETF	384.7385
Axis Nifty500 Value 50 ETF	26.6615
Axis Silver ETF	96.3780
Bajaj Finserv Nifty 1D Rate Liquid ETF	1029.6944
Bajaj Finserv Nifty 50 ETF	242.8620
Bajaj Finserv Nifty Bank ETF	53.9001
BANDHAN BSE Sensex ETF	852.9475
BANDHAN Nifty 50 ETF	260.9076
Baroda BNP Paribas Nifty Bank ETF	53.4883
DSP BSE Liquid Rate ETF	1071.3547
DSP BSE Sensex ETF	80.5137
DSP BSE SENSEX Next 30 ETF	35.5445
DSP NIFTY 1D Rate Liquid ETF - IDCW - Daily Reinvest	1000
DSP Nifty 50 Equal Weight ETF	306.6021
DSP Nifty 50 ETF	248.5526
DSP Nifty Bank ETF	54.3019
DSP Nifty Healthcare ETF	137.2766
DSP Nifty IT ETF	36.9173
DSP Nifty Midcap 150 Quality 50 ETF	232.8049
DSP Nifty Private Bank ETF	27.0044
DSP Nifty PSU Bank ETF	62.6763
DSP Nifty Top 10 Equal Weight ETF	95.1844
DSP Silver ETF	93.2795
Bharat Bond ETF - April 2030	1499.005
BHARAT Bond ETF - April 2032	1263.1799
BHARAT Bond ETF - April 2033	1230.2742
BHARAT Bond ETF April 2025	1292.6108
BHARAT Bond ETF- April 2031	1341.2632
Edelweiss BSE Capital Markets & Insurance  ETF - Growth	19.7848
Edelweiss Nifty Bank ETF - Growth	53.531
Edelweiss Nifty500 Multicap Momentum Quality 50 ETF - Growth	38.8361
Edelweiss Silver ETF	96.9887
Groww Nifty 1D Rate Liquid ETF	103.914
Groww Nifty 200 ETF	10.6267
Groww Nifty 500 Momentum 50 ETF	9.846
GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF	27.3139
Groww Nifty India Defence ETF	70.8822
Groww Nifty India Railways PSU ETF	32.9216
HDFC BSE 500 ETF - Growth Option	34.6168
HDFC BSE Sensex ETF - Growth Plan	88.5846
HDFC NIFTY 100 ETF - Growth Option	24.9438
HDFC NIFTY 1D RATE LIQUID ETF GROWTH	1010.2804
HDFC NIFTY 50 ETF - Growth Plan	265.9147
HDFC NIFTY Bank ETF - GROWTH	54.6103
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option	113.5427
HDFC NIFTY IT ETF - Growth option	37.2648
HDFC NIFTY Midcap 150 ETF - Growth Option	19.7266
HDFC NIFTY NEXT 50 ETF - Growth Option	63.2741
HDFC NIFTY Private Bank ETF - Growth Option	27.1024
HDFC NIFTY PSU BANK ETF	62.903
HDFC NIFTY Smallcap 250 ETF - Growth Option	151.3625
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option	19.4163
HDFC NIFTY100 QUALITY 30 ETF - Growth Option	54.319
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option	29.0912
HDFC NIFTY 50 VALUE 20 ETF - Growth Option	129.7745
HDFC Silver ETF - Growth Option	92.9888
BHARAT 22 ETF	104.4059
ICICI Prudential BSE 500 ETF	36.4485
ICICI Prudential BSE Liquid Rate ETF - Growth	1009.4645
ICICI Prudential BSE Liquid Rate ETF - IDCW	1000.0000
ICICI Prudential BSE Midcap Select ETF	16.1504
ICICI Prudential BSE Sensex ETF	897.6551
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF	254.9398
ICICI Prudential Nifty 100 ETF	26.9854
ICICI Prudential Nifty 100 Low Volatility 30 ETF	20.8846
ICICI Prudential Nifty 200 Momentum 30 ETF	29.3731
ICICI Prudential Nifty 200 Quality 30 ETF	19.9661
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF	61.7622
ICICI Prudential Nifty 50 ETF	267.3655
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF	26.4367
ICICI Prudential Nifty Auto ETF	23.0958
ICICI Prudential Nifty Bank ETF	54.4655
ICICI Prudential Nifty Commodities ETF	83.8181
ICICI Prudential Nifty EV & New Age Automotive ETF	27.3628
ICICI Prudential Nifty Financial Services Ex-BaNk ETF	27.0380
ICICI Prudential Nifty FMCG ETF	58.7353
ICICI Prudential Nifty Healthcare ETF	139.3712
ICICI Prudential Nifty India Consumption ETF	114.3301
ICICI Prudential Nifty Infrastructure ETF	88.6423
ICICI Prudential Nifty IT ETF	38.7455
ICICI Prudential Nifty Metal ETF	8.4224
ICICI Prudential Nifty Midcap 150 ETF	20.1222
ICICI Prudential Nifty Next 50 ETF	65.2448
ICICI Prudential Nifty Oil & Gas ETF	11.1115
ICICI Prudential Nifty Private Bank ETF	26.8673
ICICI Prudential Nifty PSU Bank ETF	63.1128
ICICI Prudential Nifty200 Value 30 ETF	12.2492
ICICI Prudential Nifty50 Value 20 ETF	14.0663
ICICI PRUDENTIAL SILVER ETF	96.4877
Invesco India Nifty 50 Exchange Traded Fund	2707.4105
Kotak BSE Sensex ETF	85.7879
Kotak MSCI India ETF	28.062
Kotak Nifty 100 Equal Weight ETF	30.433
Kotak Nifty 100 Low Volatility 30 ETF	19.8097
Kotak Nifty 1D Rate Liquid ETF	1049.1238
Kotak Nifty 50 ETF	261.7241
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option	143.8328
Kotak Nifty Alpha 50 ETF	44.6266
Kotak Nifty Bank ETF	550.5044
Kotak Nifty India Consumption ETF	113.3499
Kotak Nifty IT ETF	38.5985
Kotak Nifty Midcap 150 ETF	19.796
Kotak Nifty Midcap 50 ETF	153.295
Kotak Nifty MNC ETF	27.1648
Kotak Nifty PSU Bank ETF	623.7323
Kotak Silver ETF	93.964
LIC MF BSE Sensex ETF	882.6757
LIC MF Nifty 100 ETF	264.2071
LIC MF Nifty 50 ETF	264.8348
LIC MF Nifty 8-13 yr G-Sec ETF	28.13
LIC MF Nifty Midcap 100 ETF	53.2793
Mirae Asset BSE 200 Equal Weight ETF	12.0315
Mirae Asset BSE Select IPO ETF	43.2936
Mirae Asset BSE Sensex ETF	80.5972
Mirae Asset Hang Seng TECH ETF	18.9904
Mirae Asset Nifty 100 ESG Sector Leaders ETF	40.5231
Mirae Asset Nifty 100 Low Volatility 30 ETF	194.4967
Mirae Asset Nifty 1D Rate Liquid ETF - Growth	1031.2531
Mirae Asset Nifty 1D Rate Liquid ETF-IDCW	1000.0000
Mirae Asset Nifty 200 Alpha 30 ETF	23.0241
Mirae Asset Nifty 50 ETF	256.6503
Mirae Asset Nifty 8-13 yr Gsec ETF	28.9538
Mirae Asset Nifty Bank ETF	540.0502
Mirae Asset Nifty EV and New Age Automotive ETF	27.3674
Mirae Asset Nifty Financial Services ETF	26.1346
Mirae Asset Nifty India Manufacturing ETF	135.2168
Mirae Asset Nifty India New Age Consumption ETF	10.7165
Mirae Asset Nifty IT ETF	36.9302
Mirae Asset Nifty Metal ETF	8.4262
Mirae Asset Nifty Midcap 150 ETF	19.8689
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF	45.3711
Mirae Asset Nifty Next 50 ETF	637.6137
Mirae Asset Nifty PSU Bank ETF	62.5876
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF	41.2063
Mirae Asset Nifty500 Multicap 50:25:25 ETF	14.8966
Mirae Asset NYSE FANG + ETF	106.5936
Mirae Asset S&P 500 Top 50 ETF	44.3063
Mirae Asset Silver ETF	94.4045
Motilal Oswal BSE Enhanced Value ETF	96.6334
Motilal Oswal BSE Healthcare ETF	41.6126
Motilal Oswal BSE Low Volatility ETF	36.1196
Motilal Oswal BSE Quality ETF	180.0211
Motilal Oswal Nasdaq 100 ETF (MOFN100)	167.4863
Motilal Oswal Nasdaq Q50 ETF	68.3265
Motilal Oswal Nifty 200 Momentum 30 ETF	58.5968
Motilal Oswal Nifty 5 year Benchmark G-sec ETF	61.1078
MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF	29.7598
Motilal Oswal Nifty 50 ETF	247.0103
Motilal Oswal Nifty 500 ETF	21.8980
Motilal Oswal Nifty 500 Momentum 50 ETF	48.7433
Motilal Oswal Nifty Capital Market ETF	36.3530
Motilal Oswal Nifty India Defence ETF	77.8095
Motilal Oswal Nifty Midcap 100 ETF	57.0261
Motilal Oswal Nifty Realty ETF	82.2809
Motilal Oswal Nifty Smallcap 250 ETF	15.0867
CPSE ETF	86.3531
Nippon India ETF BSE Sensex	897.7362
Nippon India ETF BSE Sensex Next 50	81.1094
Nippon India ETF Hang Seng BeES	361.0396
Nippon India ETF Nifty 100	256.5844
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option	1000.0000
Nippon India ETF Nifty 5 yr Benchmark G-Sec	61.6882
Nippon India ETF Nifty 50 BeES	268.7625
Nippon India ETF Nifty 50 Shariah BeES	492.5558
Nippon India ETF Nifty 50 Value 20	144.3571
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt	28.5755
Nippon India ETF Nifty Bank BeES	549.4967
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50	124.4652
Nippon India ETF Nifty Dividend Opportunities 50	74.6521
Nippon India ETF Nifty India Consumption	123.0653
Nippon India ETF Nifty Infrastructure BeES	893.3426
Nippon India ETF Nifty IT	38.7940
Nippon India ETF Nifty Midcap 150	201.3676
Nippon India ETF Nifty Next 50 Junior BeES	668.2163
Nippon India ETF Nifty PSU Bank BeES	69.5865
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight	130.4170
Nippon India Nifty Auto ETF	230.7593
Nippon India Nifty Pharma ETF	21.5080
Nippon India Silver ETF	92.8587
Quantum Nifty 50 ETF	2598.7572
SBI BSE 100 ETF	273.3050
SBI BSE PSU BANK ETF	36.0788
SBI BSE SENSEX ETF	870.3553
SBI BSE Sensex Next 50 ETF	829.6801
SBI Nifty 10 yr Benchmark G-Sec ETF	255.1993
SBI NIFTY 1D Rate ETF	1000.0000
SBI Nifty 200 Quality 30 ETF	210.0346
SBI Nifty 50 ETF	254.0379
SBI Nifty Bank ETF	545.0778
SBI Nifty Consumption ETF	113.9781
SBI Nifty IT ETF	387.2117
SBI Nifty Next 50 ETF	661.8479
SBI Nifty Private Bank ETF	271.6445
SBI Nifty50 Equal Weight ETF	29.8719
SBI Silver ETF	95.0420
Shriram Nifty 1D Rate Liquid ETF - Growth	1051.8219
Tata Nifty 50 Exchange Traded Fund	256.9599
Tata Nifty India Digital Exchange Traded Fund	85.7381
Tata Nifty Private Bank Exchange Traded Fund	275.2750
Tata Silver Exchange Traded Fund	9.3655
UTI - BSE Sensex Next 50 Exchange Traded Fund	82.6896
UTI Nifty Next 50 Exchange Traded Fund	66.6361
UTI BSE Sensex ETF	864.9905
UTI Nifty 10 yr Benchmark G-Sec ETF	25.7415
UTI Nifty 5 yr Benchmark G-Sec ETF	61.963
UTI Nifty 50 ETF	261.5235
UTI Nifty Bank ETF	54.8657
UTI Nifty IT ETF	366.4876
UTI Nifty Midcap 150 Exchange Traded Fund	196.7919
UTI Silver Exchange Traded Fund	94.078
Zerodha Nifty 100 ETF	10.1008
Zerodha Nifty 1D Rate Liquid ETF - Growth Option	108.4562
Zerodha Nifty Midcap 150 ETF	9.7163
Zerodha Silver ETF	9.8602
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH	20.39
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH	18.35
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW	18.99
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW	17.09
Axis Children's Fund - Lock in - Direct Growth	28.1647
Axis Children's Fund - Lock in - Direct Plan - IDCW	28.1408
Axis Children's Fund - Lock in - Regular Growth	24.8360
Axis Children's Fund - Lock in - Regular Plan - IDCW	24.8495
Axis Children's Fund - No Lock in - Direct Growth	28.7033
Axis Children's Fund - No Lock in - Direct Plan - IDCW	28.1992
Axis Children's Fund - No Lock in - Regular Plan - Growth	24.8329
Axis Children's Fund - No Lock in - Regular Plan - IDCW	24.8288
Baroda BNP Paribas Children's Fund - Direct Plan - Growth Option	9.8354
Baroda BNP Paribas Children's Fund - Regular Plan - Growth Option	9.7639
Baroda BNP Paribas Children's Fund - Regular Plan - IDCW Option	9.7639
HDFC Childrens Fund - Direct Plan	309.607
HDFC Childrens Fund - Growth Plan	279.641
HDFC Childrens Fund Savings Plan-Direct Plan	45.8807
HDFC Childrens Fund-Savings	44.0722
ICICI Prudential Child Care Fund (Gift Plan) - Cumulative	301.82
ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative	331.35
LIC MF Children's Fund-Direct Plan-Growth	33.1372
LIC MF Children's Fund-Regular Plan-Growth	29.7727
SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth	41.8177
SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth	39.3619
SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH	117.3646
SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH	107.7491
Tata Young Citizens' Fund -Regular Plan-Growth Option	58.2948
Tata Young Citizens' Fund-Direct Plan-Growth Option	64.7984
Union Children's Fund - Direct Plan - Growth Option	11.68
Union Children's Fund - Direct Plan - IDCW Option	11.68
Union Children's Fund - Regular Plan - Growth Option	11.44
Union Children's Fund - Regular Plan - IDCW Option	9.96
UTI Children's Equity Fund - Direct Plan - Growth Option	88.3702
UTI Children's Equity Fund - Direct Plan - IDCW	88.5228
UTI Children's Equity Fund - Regular Plan - Growth Option	79.7182
UTI Children's Equity Fund - Regular Plan - IDCW	79.723
UTI Children's Hybrid Fund - Direct Plan	40.2513
UTI Children's Hybrid Fund - Regular Plan	39.3797
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW	17.239
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth	19.914
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW	15.666
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth	18.095
Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW	16.928
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth	19.553
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW	15.43
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth	17.822
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW	13.3578
Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW	12.2724
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth	15.4373
Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth	14.1833
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW	12.2905
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW	11.3413
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth	14.2063
Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth	13.108
Axis Retirement Fund - Aggressive Plan - Direct Growth	19.25
Axis Retirement Fund - Aggressive Plan - Direct Plan - IDCW	19.20
Axis Retirement Fund - Aggressive Plan - Regular Growth	17.70
Axis Retirement Fund - Aggressive Plan - Regular Plan - IDCW	17.70
Axis Retirement Fund - Conservative Plan - Direct Growth	17.1479
Axis Retirement Fund - Conservative Plan - Direct Plan - IDCW	16.9605
Axis Retirement Fund - Conservative Plan - Regular Growth	15.7294
Axis Retirement Fund - Conservative Plan - Regular Plan - IDCW	15.7284
Axis Retirement Fund - Dynamic Plan - Direct Growth	20.35
Axis Retirement Fund - Dynamic Plan - Direct Plan - IDCW	20.12
Axis Retirement Fund - Dynamic Plan - Regular Growth	18.63
Axis Retirement Fund - Dynamic Plan - Regular Plan - IDCW	18.63
Bandhan Retirement Fund - Direct Plan - Growth	12.377
Bandhan Retirement Fund - Direct Plan - IDCW	12.372
Bandhan Retirement Fund - Regular Plan - Growth	12.058
Bandhan Retirement Fund - Regular Plan - IDCW	12.058
Baroda BNP Paribas Retirement Fund - Direct plan - Growth option	10.7530
Baroda BNP Paribas Retirement Fund - Direct plan - IDCW option	10.7530
Baroda BNP Paribas Retirement Fund - Regular plan - Growth option	10.5506
Baroda BNP Paribas Retirement Fund - Regular plan - IDCW option	10.5506
Franklin India  PENSION PLAN - Direct - Growth	232.5190
Franklin India Pension Plan - Direct - IDCW	19.2696
Franklin India Pension Plan - IDCW	17.4775
Franklin India Pension Plan-Growth	212.5003
HDFC Retirement Savings Fund - Equity Plan - Growth Option	48.058
HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan	54.317
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option	21.2329
HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan	23.9014
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option	36.945
HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan	41.841
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option	26.03
ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option	26.04
ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option	23.64
ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option	23.63
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option	18.1142
ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option	18.1138
ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option	16.6713
ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option	16.6712
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option	16.2271
ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option	16.2270
ICICI Prudential Retirement Fund - Pure Debt - Growth Option	14.9777
ICICI Prudential Retirement Fund - Pure Debt - IDCW Option	14.9779
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option	32.01
ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option	32.00
ICICI Prudential Retirement Fund - Pure Equity - Growth Option	29.12
ICICI Prudential Retirement Fund - Pure Equity - IDCW Option	29.12
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option	22.8122
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option	20.0823
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option	22.8122
Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option	22.8122
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option	20.0796
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option	20.0796
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option	22.4027
NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option	19.5087
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option	30.3025
Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option	30.3025
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option	26.9481
Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option	26.9481
PGIM India Retirement Fund - Direct Plan - Growth Option	11.42
PGIM India Retirement Fund - Direct Plan - IDCW Payout Option	11.42
PGIM India Retirement Fund - Regular Plan - Growth Option	11.22
PGIM India Retirement Fund - Regular Plan - IDCW Payout Option	11.22
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth	18.6716
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.6736
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth	17.7581
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.7577
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth	19.9033
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.8928
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth	18.8327
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	18.8333
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth	15.5709
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.5688
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth	15.1663
SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.1680
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth	14.3968
SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.3947
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth	14.0936
SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	14.0934
Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option	36.0030
Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option	30.8177
Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option	71.8173
Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option	60.4662
Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option	60.9116
Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option	73.7613
Union Retirement Fund - Direct Plan - Growth Option	15.04
Union Retirement Fund - Direct Plan - IDCW Option	15.04
Union Retirement Fund - Regular Plan - Growth Option	14.47
Union Retirement Fund - Regular Plan - IDCW Option	14.47
UTI Retirement Fund - Regular Plan	48.405
UTI Retirement Fund- Direct Plan	52.1765
Kotak Monthly Interval Plan Series 4-Direct Plan- Dividend Reinvestment	10.0087785
Kotak Monthly Interval Plan Series 4-Direct Plan- Growth	0.0001
Kotak Monthly Interval Plan Series 4-Regular Plan- Dividend Reinvestment	10.00871954
Kotak Monthly Interval Plan Series 4-Regular Plan- Growth	10.07183073
Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth	10.40029408
Kotak Quarterly Interval Plan Series 12-Regular Plan-Dividend Payout	10.018167
